RT,SERIALNO,DIVISION,SPORDER,PUMA,REGION,ST,ADJINC,PWGTP,AGEP,CIT,CITWP,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP,ANC,ANC1P,ANC2P,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP,MIGPUMA,MIGSP,MSP,NAICSP,NATIVITY,NOP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWPUMA,POWSP,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNH,RACNUM,RACPI,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDISP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHICOVP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPERNP,FPINCP,FPOBP,FPOWSP,FPRIVCOVP,FPUBCOVP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80
P,2018HU0400337,9,01,07902,4,06,1013097,17,65,1,,,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,100000,,,,2,1,2,2,2,2,1991,1,4,,,,,,,,,,2,5,2,2,3,0,0,00,0,1,,22,0,1,0,21000,0,,3,,2,,2,935,020,,2,,,6,3301,2412,1,01,,,,,,,1,,1,,0,,,0,121000,013,501,,,2,1,3,1,01,001,0,0,0,0,1,0,0,1,0,1,2,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,14,6,15,17,5,30,15,17,5,16,18,25,15,18,4,23,25,16,4,16,30,14,4,4,19,15,4,33,17,25,31,16,24,4,15,18,20,4,14,27,17,4,16,18,5,24,17,18,5,16,14,22,16,19,4,28,27,15,4,16,29,15,5,4,17,17,4,29,15,30,29,16,34,6,16,16,17,5
P,2018HU1142249,9,04,04102,4,06,1013097,83,30,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,90,,06,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,02,0,1,,22,0,2,0,0,55000,40,1,1,1,,1,051,999,,2,,,1,3600,,1,01,6695,106,049,,,,6,5182,1,,0,0845,4,55000,55000,006,501,07500,006,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,1,2,,,132051,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,134,88,21,87,142,26,91,181,124,142,86,88,87,75,73,22,30,29,23,70,25,80,125,76,68,154,82,25,20,24,96,85,99,63,66,116,151,154,152,93,137,77,22,93,91,28,76,137,156,140,74,92,85,83,102,29,23,22,19,77,35,90,113,80,85,138,90,24,26,20,78,76,80,94,107,122,118,134,141
P,2018HU1142239,9,02,01904,4,06,1013097,80,24,1,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,20,1,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,02,4000,2,15,21,0,1,0,0,14000,40,1,3,1,,2,210,924,,2,1,,1,5503,5301,1,02,8680,194,115,,,,6,722Z,1,,0,4710,,14000,18000,006,289,01900,006,1,2,4,9,68,029,0,0,0,0,2,0,1,1,0,1,2,,,411012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,90,64,136,95,147,87,88,85,20,69,20,90,93,20,104,133,22,29,23,20,85,94,26,95,23,83,104,95,117,73,118,81,86,125,79,23,144,161,25,20,70,110,30,108,20,94,79,86,142,78,126,92,78,152,77,25,137,127,132,133,64,85,154,71,120,99,94,72,26,89,24,100,66,22,74,152,25,22,110
P,2018HU0765318,9,01,07318,4,06,1013097,66,32,1,,1,2,2,2,2,2,,,2,,2,2,,,2,2,2,1,2,2,2,0,30,1,01,2,1,2,2,1,2,2011,3,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,19,0,2,0,0,24000,30,1,4,1,,1,210,999,,2,1,,1,,,1,02,8090,088,043,,07300,006,1,6214,1,,0,2014,2,24000,24000,006,118,07300,006,2,1,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,211029,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,63,65,60,105,19,110,70,21,18,19,61,108,22,61,62,65,67,122,65,18,67,63,70,19,108,20,67,107,112,114,66,21,114,58,69,68,64,20,64,119,71,67,63,103,19,114,61,21,20,19,64,110,19,65,71,68,64,118,66,18,72,56,72,20,103,22,60,104,118,116,66,18,112,62,65,68,64,18,63
P,2018HU1144594,9,02,03750,4,06,1013097,184,67,1,,,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,05,0,1,,16,0,2,0,0,0,,3,,2,,1,902,999,,2,,,6,,,1,01,,,,,,,6,,1,,0,,4,0,0,006,23,,,2,1,4,2,02,002,0,0,1,0,1,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,197,56,58,177,317,60,302,199,168,187,199,181,187,49,284,193,178,321,185,191,285,183,184,324,177,175,194,313,60,55,58,57,318,181,192,54,296,183,327,59,182,294,306,183,53,292,55,202,190,177,183,187,190,291,49,196,188,56,176,172,54,170,185,55,199,224,195,56,327,310,311,317,59,186,196,289,52,189,56
P,2018HU1263658,9,01,07114,4,06,1013097,29,54,1,,1,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,0,85,1,01,1,1,2,2,2,2,2005,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,16,0,1,0,0,92000,50,1,1,1,,1,051,999,,2,1,,1,,,1,01,2370,075,019,1155,,,1,3261,1,,0,5000,,92000,92000,025,501,05900,006,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,431011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,47,28,45,7,32,48,50,28,28,29,26,32,9,28,51,8,31,8,9,27,48,29,47,7,29,44,46,29,29,29,29,28,9,31,49,7,31,50,48,30,8,26,9,44,31,9,9,30,29,27,33,31,45,30,9,49,29,47,55,27,8,31,8,45,30,7,10,29,29,26,25,24,50,26,9,50,25,8
P,2018HU0833525,9,01,05303,4,06,1013097,11,75,1,,,2,2,2,2,1,,,2,,,2,,,2,1,1,2,2,2,2,12000,,,,2,1,2,2,3,2,2004,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,5000,1,,20,0,1,0,25000,0,,3,,,,4,999,999,,1,,,6,,,1,01,,,,,,,1,,1,,0,,,0,42000,030,466,,,1,1,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,,,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,,1,,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,18,13,3,22,6,13,11,9,13,15,10,17,3,12,13,4,4,12,22,11,9,3,13,10,15,5,19,22,22,20,3,12,11,21,4,13,11,4,11,24,25,13,2,26,3,11,13,12,14,12,12,20,3,11,14,3,4,12,19,13,10,3,14,14,11,4,22,22,24,20,5,11,12,16,2,13,11,5,15,20
P,2018HU0833499,9,03,03751,4,06,1013097,58,37,1,,,2,2,2,2,2,,,2,1,2,2,,,2,2,2,1,2,2,2,0,,,,1,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,02,0,1,,15,0,2,0,0,0,,3,,2,,1,210,999,,2,,,6,,,1,02,,,,1200,,,6,,1,,0,,3,0,0,006,51,,,2,1,2,8,67,015,0,0,0,0,1,0,1,0,0,,,1,3,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,62,68,15,57,19,19,96,112,69,58,60,61,18,108,65,60,59,17,17,16,58,60,110,63,103,91,17,16,56,61,63,59,96,17,63,56,62,108,95,95,54,69,16,58,16,21,104,95,63,59,54,60,21,110,57,56,59,18,19,18,57,59,109,55,99,108,19,16,57,67,62,68,100,19,59,55,65,97,94
P,2018HU0833675,9,02,03754,4,06,1013097,176,20,1,,5,2,2,2,2,2,,2,2,1,,,,,2,2,2,2,2,1,2,0,60,1,01,1,5,,,,,,1,3,,,,,,,,,,3,5,3,3,3,0,0,05,0,1,,16,0,1,0,0,25000,40,1,1,1,,1,211,999,,2,1,,4,,,1,02,9770,106,055,1200,,,6,928110P4,1,,0,9800,,25000,25000,006,120,07300,006,2,1,4,8,67,015,0,0,0,0,1,0,1,0,0,,,,,551010,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196,51,180,312,184,57,60,170,171,55,287,183,320,280,183,276,52,179,178,164,169,329,168,52,185,300,272,175,164,263,57,163,53,54,168,57,284,167,210,177,164,54,191,321,205,51,54,176,174,57,321,195,309,298,165,260,53,182,175,154,176,304,158,50,175,316,291,175,170,269,53,146,56,51,196,63,272,190,193,174
P,2018HU0835407,9,02,03734,4,06,1013097,95,39,5,,2,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,0,60,,02,1,1,2,1,2,2,2017,1,4,,,,,,,,,,3,5,3,3,3,0,0,01,0,1,,09,0,2,0,0,27000,40,1,1,1,2000,1,226,999,7,2,,,1,,,1,11,3990,088,037,1200,,,1,3MS,2,,0,8320,4,27000,27000,312,264,03700,006,1,2,3,8,67,015,0,0,0,0,1,0,1,0,0,,,,,516031,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,167,149,157,177,29,94,88,188,27,99,98,23,91,95,25,100,89,108,110,26,137,162,195,149,31,83,97,144,28,84,81,29,102,91,38,89,96,90,79,144,29,27,25,30,148,102,88,36,164,119,107,153,93,91,141,107,90,95,95,176,27,24,27,28,175,94,103,26,146,88,79,158,105,98,181,86,101,82,82
P,2018HU0837547,9,03,05500,4,06,1013097,64,48,1,,2,2,2,2,2,2,,,2,,2,2,,,2,1,2,2,2,2,2,0,10,2,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,12,0,1,,17,0,2,0,0,40000,40,1,1,,,4,999,999,,2,2,,1,,,1,01,7680,092,051,,,,6,5616,1,,0,3930,4,40000,40000,006,312,05500,006,1,2,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,339030,,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,69,22,98,108,59,60,62,19,45,94,88,144,96,25,71,15,74,65,18,63,56,103,19,23,64,74,59,105,64,20,66,19,21,104,68,138,55,64,122,56,71,81,24,22,73,61,59,141,68,22,64,17,23,110,66,114,57,70,108,75,68,19,92,104,52,68,56,18,63,76,73,119,138,20,56,18,55,70,20,49
P,2018HU0839833,9,02,01302,4,06,1013097,40,33,4,2012,5,2,2,2,2,2,,,2,1,1,2,,,1,2,2,2,2,2,2,0,,,,1,1,2,2,1,2,2007,3,4,,,,,,,,,,2,5,2,2,3,0,0,01,0,1,,21,0,2,0,0,0,,2,,2,2008,1,210,999,7,2,,,6,1903,1901,1,02,9590,,,1200,01300,006,1,928P,2,,0,5810,1,0,0,303,423,,,1,2,3,1,01,001,0,0,0,0,1,0,0,1,0,2,2,,,439021,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,38,78,43,15,49,52,55,36,39,82,9,39,13,12,47,11,70,37,40,37,48,10,45,60,43,12,11,41,39,12,71,32,66,67,54,61,11,40,35,58,36,10,34,56,36,16,13,40,32,13,69,38,63,75,36,77,10,43,34,45,34,57,48,15,36,78,64,41,40,74,11,38,15,9,33,14,86,40,44
P,2018HU0841396,9,05,02904,4,06,1013097,123,16,1,,,2,2,2,2,2,,,1,,,,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,1,,,,,,,,,,,2,5,2,2,3,0,0,02,0,2,13,13,0,1,0,0,0,,3,,2,,1,210,999,,1,,2,6,,,1,02,,,,,,,6,,1,3,1,,,0,0,006,118,,,2,1,3,8,67,015,0,0,0,0,1,0,1,0,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,260,42,210,111,108,35,31,35,147,106,198,35,133,226,117,127,157,142,39,99,146,151,140,215,32,109,129,101,205,48,110,134,210,141,160,141,49,36,126,195,218,44,221,121,122,51,32,45,118,108,197,41,107,202,110,116,123,116,38,120,109,107,152,223,34,133,111,144,213,32,134,121,217,129,214,223,32,30,104
P,2018HU0845071,9,01,00103,4,06,1013097,64,73,1,,,2,2,2,2,2,,,2,,,2,,,2,1,1,2,2,2,2,0,,,,2,1,2,2,2,2,1980,1,4,,,,,,,,,,2,5,2,2,3,0,0,00,6000,1,,22,0,1,0,24600,0,,3,,2,,1,097,999,,2,,,6,6403,,1,01,,,,,,,1,,1,,0,,,0,30600,036,255,,,1,1,2,1,01,001,0,0,0,0,1,0,0,1,0,2,2,,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,104,20,62,16,63,129,63,98,19,60,111,107,66,63,56,70,67,20,117,61,21,107,63,109,56,18,64,21,124,63,18,20,60,64,64,62,63,108,111,58,17,105,73,104,64,19,63,17,119,51,19,21,64,67,64,63,65,119,18,65,116,24,59,18,64,109,66,115,18,60,106,110,65,63,61,62,61,19,20
P,2018HU1242235,9,01,03753,4,06,1013097,42,37,1,,2,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,30,15,2,01,2,1,2,2,1,2,2009,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,2,15,19,0,1,0,0,42000,50,1,1,1,,3,995,999,,2,2,,1,,,1,01,7380,061,019,,,,1,5415,1,,0,1220,,42000,42030,006,199,03700,006,1,2,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,152031,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,60,76,45,35,38,11,42,74,40,69,65,11,39,14,45,43,12,38,14,40,71,76,47,47,44,12,49,81,49,86,78,12,43,14,43,61,13,39,11,43,71,73,39,45,42,14,45,69,42,79,74,14,40,15,47,51,12,40,13,44,65,75,42,37,39,11,42,83,43,66,79,12,48,14,41,47,12,39,12,40
P,2018HU1399711,9,01,08501,4,06,1013097,57,78,1,,6,2,2,2,2,1,,,2,,,2,,,2,2,1,2,2,2,2,250,,,,2,2,2,2,1,2,1960,1,4,,,,,,,,,,2,5,2,2,3,0,0,00,2300,1,,16,7500,2,0,21500,0,24,1,6,2,,1,088,999,,1,,,6,,,1,01,7470,,,,,,3,5418,1,,0,2825,4,7500,31550,004,332,,,2,1,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,273031,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,16,56,99,61,60,58,100,59,94,18,61,16,61,57,54,17,17,99,55,91,59,17,59,19,18,99,57,102,54,56,104,58,101,17,17,59,58,56,16,56,98,54,18,56,53,59,17,58,18,97,65,102,59,59,59,95,95,17,58,17,55,101,58,92,100,17,55,18,57,57,19,64,17,98,92,57,58,54,104
P,2018HU0252914,9,02,02903,4,06,1013097,154,10,5,,,2,2,2,,2,,,2,2,,,,,2,2,2,1,2,2,2,,,,,1,5,,,,,,1,,,,,,,,,,,,,,,,,,02,,2,07,07,,2,,,,,,,,2017,1,210,999,8,2,,7,,,,1,02,,,,1200,,,,,2,8,1,,,,,303,61,,,2,1,4,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,46,131,259,161,145,175,261,149,295,47,169,47,150,149,173,47,45,301,161,40,165,274,145,243,266,48,166,47,136,152,42,150,59,247,246,135,162,171,43,158,246,172,44,155,160,160,42,149,49,250,173,273,129,149,160,285,246,46,162,257,163,49,166,43,53,262,126,281,150,157,257,152,272,50,46,154,165,135,276
P,2018HU0252930,9,02,03725,4,06,1013097,46,24,1,,7,2,2,2,2,2,,,2,,,,,,2,2,2,2,2,2,2,0,50,2,01,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,12,0,1,,16,0,1,0,0,30000,40,1,1,,,4,999,999,,2,2,,1,,,2,02,0770,086,037,,,,6,23,1,,0,0530,,30000,30000,006,234,03700,006,2,2,3,8,67,015,0,0,0,0,1,0,1,0,0,,,,,131023,,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,78,14,12,49,15,44,38,78,42,77,51,75,50,49,13,45,40,13,67,15,44,46,39,16,54,70,12,46,12,47,86,48,79,14,48,80,67,47,44,44,71,14,15,47,12,51,48,67,41,77,45,84,40,48,12,43,45,12,85,13,44,47,47,13,40,87,15,41,13,50,75,49,72,14,44,80,79,50,50,48
P,2018HU0253340,9,04,03758,4,06,1013097,88,31,5,,,2,2,2,2,2,,,2,2,2,2,,,2,2,2,2,2,2,2,0,,,,1,5,,,,,,1,4,,,,,,,,,,1,5,2,3,3,0,0,10,0,3,15,22,0,2,0,0,0,,3,,2,2014,1,776,999,8,2,,,6,4901,,2,01,,,,2430,,,6,,2,,0,,4,0,0,242,257,,,2,2,2,6,56,010,0,1,0,0,1,0,0,0,0,2,2,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,108,26,165,27,77,122,149,148,96,21,140,92,102,89,101,29,25,73,28,25,143,87,80,88,162,102,91,93,25,83,79,193,25,137,138,93,89,29,96,79,81,25,136,26,89,169,166,158,87,28,142,88,85,89,86,24,27,83,26,32,152,84,87,104,143,80,91,76,26,86,101,158,30,154,154,94,77,25,91
P,2018HU0253962,9,02,08104,4,06,1013097,38,57,4,2000,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,10,1,01,2,1,2,2,1,2,2010,1,4,,,,,,,,,,2,1,2,2,2,0,0,01,0,1,,16,0,2,0,0,50000,40,1,1,1,1963,1,490,999,3,2,1,,1,,,1,01,5080,099,058,,,,1,446Z,2,,0,5720,2,50000,50000,508,501,08100,006,1,2,4,1,01,001,0,0,0,0,1,0,0,1,0,,,,,436012,,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,11,70,39,60,38,38,64,38,65,11,9,36,37,35,67,40,11,36,39,66,72,11,34,10,35,35,11,41,11,64,66,38,39,39,12,37,66,39,40,10,9,63,35,68,36,38,61,39,63,11,10,37,37,41,63,34,11,34,39,61,62,13,35,13,42,38,11,40,11,67,65,38,37,41,12,38,61,39
P,2018HU0255784,9,01,04702,4,06,1013097,27,56,4,1997,1,2,2,2,2,2,,,2,3,,2,,,1,2,2,2,2,2,2,0,15,1,01,1,1,2,2,2,2,2012,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,09,0,1,0,0,42000,52,1,1,1,1982,1,212,999,5,2,1,,1,,,1,02,1170,043,010,1200,,,1,3115,2,,0,9600,,42000,42000,303,167,04700,006,1,2,1,8,67,015,0,0,0,0,1,0,1,0,0,,,,,537051,,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,9,7,10,9,38,35,26,8,53,25,24,56,23,34,52,31,24,24,51,24,28,25,36,32,26,48,7,21,22,7,8,25,46,50,25,9,61,7,25,43,7,8,7,10,49,30,27,8,49,27,38,56,27,26,54,33,29,35,42,28,31,33,23,27,30,47,6,23,38,7,8,29,36,44,27,10,43,10,27
P,2018HU0257535,9,01,03762,4,06,1013097,84,53,4,2016,1,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,0,10,2,01,1,1,2,2,1,2,1994,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,19,0,1,0,0,48000,80,1,1,1,1998,1,720,999,6,2,2,,1,,,1,01,8191,088,047,2910,,,1,622M,2,,0,3500,,48000,48000,233,499,03700,006,1,2,3,6,45,006,0,1,0,0,1,0,0,0,0,,,,,292061,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,143,67,76,79,25,78,140,81,145,148,26,81,24,78,86,27,91,25,74,26,24,80,95,75,159,88,31,91,24,26,139,87,153,85,87,146,80,160,76,145,138,74,74,86,28,94,158,75,145,138,28,87,24,75,81,26,78,30,72,29,22,78,84,82,165,84,31,83,25,26,148,98,146,86,109,136,69,162,77
